"@title","English"
"#00688","Huge robots<br>Superheroes<br>Pretty girls<br>It's a secret!"
"#00689","Anime?"
"#00690","Favorite Anime"
"#00691","Any other anime themes I like?"
"#00692","Long films<br>Transforming heroes<br>Cute boys<br>It's a secret!"
"#00693","What's my favorite manga genre?"
"#00694","Action<br>Adventure<br>Fantasy<br>It's a secret!"
"#00695","Manga?"
"#00696","Favorite Manga"
"#00697","Any other manga genres I read?"
"#00698","Drama<br>Sociopolitical<br>4-panel<br>It's a secret!"
"#00699","Do I use my smartphone a lot?"
"#00700","All the time<br>Not much<br>Only for games<br>It's a secret!"
"#00701","My smartphone?"
"#00702","Smartphone Use"
"#00703","Do I spend a lot of time on my PC?"
"#00704","Yes, too much<br>Quite a lot<br>I'm not good with PCs<br>It's a secret!"
"#00705","PC?"
"#00706","PC Use"
"#00707","Do I have an interest in fashion?"
"#00708","I follow the latest trends<br>I like looking stylish<br>Not really<br>It's a secret!"
"#00709","Fashion?"
"#00710","Fashion"
"#00711","What store would I like to own?"
"#00712","Second-hand bookstore<br>Bar<br>Candy store<br>It's a secret!"
"#00713"," is what I'd like to own."
"#00714","Dream Store"
"#00715","Which sport do I like?"
"#00716","Soccer<br>Baseball<br>Swimming<br>It's a secret!"
"#00717","Favorite Sports"
"#00718","What books do I read?"
"#00719","Anything popular<br>Classics<br>Anything that seems interesting<br>It's a secret!"
"#00720","Books?"
"#00721","Favorite Books"
"#00722","Any other types of books I like?"
"#00723","Short stories<br>Adventure<br>Foreign novels<br>It's a secret!"
"#00724","What sort of movies do I like?"
"#00725","Romance<br>Action<br>Niche ones<br>It's a secret!"
"#00726","Movies?"
"#00727","Favorite Movies"
"#00728","Any other movies I like?"
"#00729","Epics<br>3D anime<br>Parodies<br>It's a secret!"
"#00730","Which types of TV shows do I get hyped for?"
"#00731","Variety<br>Quiz Shows<br>News<br>It's a secret!"
"#00732","TV?"
"#00733","Favorite TV Shows"
"#00734","Any other TV shows I watch?"
"#00735","Sports<br>Travel<br>Educational<br>It's a secret!"
"#00736","What's my most treasured memory?"
"#00737","Family trip<br>School trip<br>Sports festival<br>It's a secret!"
"#00738"," is a memory that I will treasure forever."
"#00739","Treasured Memory"
"#00740","Any other memories that matter a lot to me?"
"#00743","Have I ever gotten really mad?"
"#00744","When someone ate my ice cream<br>When someone ate my pork bun<br>When someone ate my snacks<br>It's a secret!"
"#00745","Angry Moments"
"#00746","Anything else made me really angry?"
"#00747","When someone ate my pudding<br>A brawl<br>I got angry at someone by mistake<br>It's a secret!"
"#00748","What made me laugh hysterically?"
"#00749","Wearing clothes backwards<br>Toilet jokes<br>My bicycle got stolen<br>It's a secret!"
"#00750","Made Me Laugh"
"#00751","Anything else made me laugh like crazy?"
"#00752","Comedy show<br>Friends' jokes<br>I laugh at everything<br>It's a secret!"
"#00753","What's a simple thing that makes me happy?"
"#00754","Sleeping in<br>Funny manga<br>Eating cakes<br>It's a secret!"
"#00755"," always makes me happy."
"#00756","Simple Pleasures"
"#00757","Any big mistakes I've made?"
"#00758","Rocket launch failed<br>Stocks lost value<br>Broke a pen refill<br>It's a secret!"
"#00759","Unforgettable Failures"
"#00760","Anything else I've botched?"
"#00763","What's my future goal?"
"#00764","Become Prime Minister<br>Become an astronaut<br>Have own business<br>It's a secret!"
"#00765"," is my goal."
"#00766","Future Goals"
"#00767","Any other future goals?"
"#00768","Become a pro-baseballer<br>Become a manga artist<br>Have a cake store<br>It's a secret!"
"#00769","What do I worry about nowadays?"
"#00770","Moles on my skin<br>Stiff shoulders<br>Can't handle cold weather<br>It's a secret!"
"#00771"," is something that keeps me awake at night."
"#00772","Worries"
"#00773","Anything else makes me worried?"
"#00774","TV News<br>World politics<br>Tomorrow's weather<br>It's a secret!"
"#00775"," also keeps me awake at night."
"#00776","Any news I just can't forget?"
"#00777","A seal with an eel in its nose<br>Water bears are not bears<br>Duck eating peas really fast<br>It's a secret!"
"#00778","Memorable news?"
"#00779","Memorable News"
"#00780","Any other news I just can't forget?"
"#00783","What sort of people do I really respect?"
"#00784","Actors<br>Writers<br>Politicians<br>It's a secret!"
"#00785"," really command my respect. Honestly!"
"#00786","Respected Professions"
"#00787","Any other people I really admire?"
"#00788","Sports players<br>Manga artists<br>Singers<br>It's a secret!"
"#00789","What was my most expensive purchase?"
"#00790","Sports car<br>Own house<br>Ice cream<br>It's a secret!"
"#00791"," cost me an arm and a leg!"
"#00792","Expensive Purchases"
"#00793","Any other expensive purchases?"
"#00794","Land on the Moon<br>High-rise apartment<br>Eye drops<br>It's a secret!"
"#00795","If I could, what would I transform into?"
"#00796","Superhero<br>Celebrity<br>Slim person<br>It's a secret!"
"#00797"," would be my wish."
"#00798","Transformations"
"#00799","Am I a night owl?"
"#00800","I often stay up late<br>I go to bed and get up early<br>Not really<br>It's a secret!"
"#00801",". That's how I live my life."
"#00802","Sleep Pattern"
"#00803","What sort of bands do I listen to?"
"#00804","Girl bands<br>Boy bands<br>Foreign stuff<br>It's a secret!"
"#00805","Favorite Bands"
"#00806","Any other bands?"
"#00807","Bands with male vocalists<br>Acoustic duos<br>Quartets<br>It's a secret!"
"#00808","How do I commute to work?"
"#00809","By car<br>On a trike<br>By train<br>It's a secret!"
"#00810"," is how I roll."
"#00811","Commute"
"#00812","What sort of company would I like to work for?"
"#00813","Popular automaker<br>Famous anime studio<br>Someplace local<br>It's a secret!"
"#00814"," would suit me down to the ground."
"#00815","Company of Choice"
"#00816","Have I published anything?"
"#00817","Video game<br>Novel<br>Essay<br>It's a secret!"
"#00818","Published Works"
"#00819","Anything else I've published?"
"#00822","Do I wear glasses?"
"#00823","Yes, glasses<br>Glasses for things that are far away<br>Sunglasses<br>It's a secret!"
"#00824"," is what I wear."
"#00825","Spectacles"
"#00826","What's my favorite Kairopark game?"
"#00827","Pocket Academy<br>Kairobotica<br>Grand Prix Story<br>It's a secret!"
"#00828","Favorite Kairopark Game"
"#00829","Am I married?"
"#00830","Got married as a student<br>Yes<br>It was an arranged marriage<br>It's a secret!"
"#00831"," that's my marital status."
"#00832","Marital Status"
"#00833","Do I have kids?"
"#00834","I have a son called Johnny<br>I have a daughter called Mary<br>I have a son called Lee<br>It's a secret!"
"#00835",", who will carry on my family line."
"#00836","Children"
"#00837","Do I have a second child?"
"#00838","Yes, Johnny<br>Yes, Mary<br>Yes, Suzie<br>It's a secret!"
"#00839","Second Child"
"#00840","Do I have a third child?"
"#00841","Yes, Johnny<br>Yes, Mary<br>Yes, Jason<br>It's a secret!"
"#00842","Third Child"
"#00843","Do I maybe...have a fourth child?"
"#00844","Yes, Johnny<br>Yes, Mary<br>Yes, Hammond<br>It's a secret!"
"#00845","Fourth Child"
"#00846","Could I maybe even have...a fifth child?"
"#00847","Yes, Johnny<br>Yes, Mary<br>Yes, Junior<br>It's a secret!"
"#00848","Fifth Child"
"#00849","Potato Chips"
"#00850","Beef Bowl"
"#00851","Novel"
"#00852","Figure"
"#00853","Game"
"#00854","Rice Cracker"
"#00855","Pudding"
"#00856","Comedy DVD"
"#00857","Cookware"
"#00858","Fish Guide"
"#00859","Orange"
"#00860","Ramen"
"#00861","Swimwear"
"#00862","Iron Dumbbell"
"#00863","Golden Paintbrush"
"#00864","Chocolate Cake"
"#00865","Sushi"
"#00866","Cushion"
"#00867","Toy Car"
"#00868","Digital Camera"
"#00869","Banana"
"#00870","Curry"
"#00871","Anime DVD"
"#00872","Electronic Scales"
"#00873","MP3 Player"
"#00874","Project Planning Tips"
"#00875","Project Planning Manual"
"#00876","Intro to Programming"
"#00877","Advanced Programming"
"#00878","Art 101"
"#00879","World Art Compendium"
"#00880","Easy Song Scores"
"#00881","Advanced Song Scores"
"#00882","Networking for Dummies"
"#00883","SFX Informer"
"#00884","Soda"
"#00885","Energy Drink"
"#00886","Fruit Juice"
"#00887","Hamburger"
"#00888","Steak"
"#00889","RAM Stick"
"#00890","Additional HDD"
"#00891","Pro Mouse"
"#00892","Pro Keyboard"
"#00893","High-Performance Monitor"
"#00894","Star's Ambition"
"#00895","Proof of Stardom"
"#00896","Kairo Candy"
"#00897","Staff Upgrades UP"
"#00898","Staff Cost DOWN"
"#00899","Limitless Ideas I"
"#00900","Limitless Ideas Ⅱ"
"#00901","Creativity Boost I"
"#00902","Creativity Boost Ⅱ"
"#00903","Skill: Overkill"
"#00904","Skill: Meetings"
"#00905","Skill: Motivation"
"#00906","Skill: Aura!"
"#00907","Skill: Money+"
"#00908","Skill: Items+"
"#00909","Skill: Headhunting+"
"#00910","Skill: Ideas+"
"#00911","Skill: Planning+"
"#00912","Skill: Training"
"#00913","Skill: Mix 'n' Match"
"#00914","Skill: Quick"
"#00915","Skill: Rocket Fast"
"#00916","Skill: Attentive"
"#00917","Skill: Defender"
"#00918","Skill: Soothing"
"#00919","Skill: Debugger"
"#00920","=#00919"
"#00921","Skill: Aura S"
"#00922","Skill: Aura M"
"#00923","Skill: Aura L"
"#00924","Skill: Planner"
"#00925","Skill: Programmer"
"#00926","Skill: Designer"
"#00927","Skill: Sound"
"#00928","Skill: Engineer"
"#00929","Skill: Imagination"
"#00930","Skill: Prog Wiz"
"#00931","Skill: Graphics"
"#00932","Skill: Composer"
"#00933","Skill: All Connected"
"#00934","Skill: Fan Pleaser"
"#00935","Skill: Prankster"
"#00936","Skill: Playful"
"#00937","Skill: Social"
"#00938","Skill: Infrastructure"
"#00939","Card Module"
"#00940","Playing Card Module"
"#00941","Minigame Module"
"#00942","Arcade Module"
"#00943","Adventure Module"
"#00944","Escape Module"
"#00945","Interactive Module"
"#00946","Kids Module"
"#00947","Educational Module"
"#00948","Party Module"
"#00949","Mystery Module"
"#00950","Novel Module"
"#00951","Board Module"
"#00952","Quiz Module"
"#00953","Puzzle Module"
"#00954","Fitness Module"
"#00955","VR Module"
"#00956","Tabletop Module"
"#00957","Casual Module"
"#00958","Rhythm Module"
"#00959","Action Module"
"#00960","One Button Module"
"#00961","Variety Module"
"#00962","Shooting Module"
"#00963","Simulation Module"
"#00964","Management Sim Module"
"#00965","MOBA Module"
"#00966","Dating Sim Module"
"#00967","Motion Module"
"#00968","Typing Module"
"#00969","Music Module"
"#00970","RPG Module"
"#00971","Fighter Module"
"#00972","Act-Adv Module"
"#00973","Sports Module"
"#00974","Vehicle Sim Module"
"#00975","Racing Module"
"#00976","Life Sim Module"
"#00977","Tower Def Module"
"#00978","Strategy Module"
"#00979","Multimedia Module"
"#00980","Sandbox Module"
"#00981","MMO Module"
"#00982","Action RPG Module"
"#00983","Vehicular Combat Module"
"#00984","FPS Module"
"#00985","Pet Sim Module"
"#00986","Creative Staff"
"#00987","Script Writer"
"#00988","Planner"
"#00989","Skilled Planner"
"#00990","Senior Planner"
"#00991","Amateur Programmer"
"#00992","Programmer"
"#00993","Core Programmer"
"#00994","Senior Programmer"
"#00995","Master Programmer"
"#00996","Designer"
"#00997","CG Artist"
"#00998","Illustrator"
"#00999","3D Designer"
"#01000","Character Designer"
"#01001","Piano Player"
"#01002","Novice Composer"
"#01003","Song Writer"
"#01004","SFX Engineer"
"#01005","Musician"
"#01006","Novice Engineer"
"#01007","System Engineer"
"#01008","Server Admin"
"#01009","OS Dev"
"#01010","Hardware Engineer"
"#01011","World-Class Musician"
"#01012","Super Hacker"
"#01013","Director"
"#01014","Art Director"
"#01015","Producer"
"#01016","Mary Dobbins"
"#01017","Hello there!"
"#01018","- Mary's Memorandum -<br>Nice to meet you!<br>First of all, let me tell you how happy I am to be your secretary at this game studio.<br>I feel it in my bones that we'll create lots of bestselling games!<br><br>I'll be sharing some hints with you to get you started.<br>Today, a note about Stamina: it refills even when you're not playing.<br>Don't let it sit there gathering dust when it's full, but also take care not to run out of it when you need it.<br>That's it for today!"
"#01019","Hello again!"
"#01020","- Mary's Memorandum -<br>Just thought I should mention that closing the game when data is being transferred, or saved, is best to be avoided as it can result in data loss!<br>You probably knew it already, but I wanted to make sure..."
"#01021","Today's Memorandum"
"#01022","- Mary's Memorandum -<br>Open the app every day and you'll get PF Knowledge!<br>It's needed for developing gaming platforms, so get as much as you can. It's also useful for outsourcing.<br>That's all I have for you today."
"#01023","- Mary's Memorandum -<br>There are certain items which have a positive influence on your staff, giving them power up bonuses!<br>So it's worth finding out about your staff's likes and hobbies.<br>That's all I have for you today."
"#01024","- Mary's Memorandum -<br>If you'd like to find some new recruits, it's a good idea to hold meetings and develop new games first.<br>Got to have something that'll attract people to your company!<br>That's all I have for you today."
"#01025","- Mary's Memorandum -<br>Your staff can recover HP by using furniture which grants that effect.<br>They also naturally recover when the work is passed on to another department.<br>That's all I have for you today."
"#01026","- Mary's Memorandum -<br>It's a no-brainer, but the way to get more users is to release good games people will want to play. Let's try to get our studio lots of faithful fans! That's all I have for you today."
"#01027","- Mary's Memorandum -<br>Found some idea modules?<br>Then it's time to outsource work to your friends.<br>You can have them work on some projects for you while your teams are busy with something else, or you can work on your friends' projects too.<br>Outsourcing to friends is extra effective! That's all I have for you today."
"#01028","- Mary's Memorandum -<br>You need programmers on your teams when developing games, or else the team's stats will really suffer.<br>Well-balanced teams are more effective.<br>Keep an eye on the costs and assign people to the teams where they'll be the most useful.<br>That's all I have for you today."
"#01029","- Mary's Memorandum -<br>Which themes are popular depends on the day of the week.<br>Games featuring the popular themes will get more downloads, and they'll get you more idea modules too.<br>That's all I have for you today."
"#01030","- Mary's Memorandum -<br>There are certain very special items which you can use on your staff to upgrade their occupation.<br>Raising their stats and upgrading their jobs will make them even better employees!<br>That's all I have for you today."
"#01031","- Mary's Memorandum -<br>Don't forget to raise the Management Level.<br>It's one more contributing factor to making your studio successful.<br>To do that you'll need to save up some money and get specific items.<br>That's all I have for you today."
"#01032","- Mary's Memorandum -<br>The more knowhow you have, the higher the quality of the games developed by your teams.<br>That's all I have for you today."
"#01033","- Mary's Memorandum -<br>The age groups different gaming platforms appeal to vary.<br>Check which age groups our studio's fans fall into and release games on the platforms they prefer to get more downloads.<br>That's all I have for you today."
"#01034","- Mary's Memorandum -<br>What human resources we can get depends on the studio head<br>Talented people are more likely to apply to our studio if there's a charismatic, skilled boss they can trust.<br>That's all I have for you today."
"#01035","- Mary's Memorandum -<br>You might want to remodel some floors once you get more staff.<br><br>Go to Add Floors and tap the left icon to select ""Remodel.""<br>That's all I have for you today."
